GeneName	ALA_eye_FPKM	ALA_vno_FPKM	ALA_tailA2_FPKM	ALAjuv_tailA2_FPKM	ALAjuv_tailB5_FPKM	ALAjuv_body_FPKM	ATEN_tailA2_FPKM	ATEN_tailB5_FPKM	ATEN_body_FPKM	NSC_vno_FPKM	BRH_vno_FPKM	HMAJ_heart_FPKM	HMAJ_testis_FPKM
shisa9	1.9	0	0	0	0	0	0	0	0	0	0	0	0
EDRF1	15.53	13.71	6.42	16.85	12.82	17.51	14.9	14.38	13.8	10.29	6.11	13.55	18.95
UROS	97.42	217.54	12.53	28.48	29.1	16.07	24.8	13.45	20.79	12.17	109.46	27.36	30.59
Bccip	45.12	10.94	13.72	4.72	7	4.62	2	6.64	9.99	23.87	11.11	3.11	2.5
FADS1	0.26	1.05	24.59	52.35	36.33	54.96	102.91	31.04	48.43	0	0	0	32.92
L345_03698	0	0	0	0	0	0	0	0	0	0	0	0	0
MRF	21.71	4.99	5.75	10.44	11.06	9.86	28.99	18.88	18.13	7.82	9.9	5.63	18.18
L345_03695	116.49	491.36	506	75.78	18.86	78.28	105.38	132.56	118.57	157.87	369.48	122.12	212.57
DAGLA	18.08	4.76	2.5	8.39	6.28	7.01	3.9	2.13	10.25	16.62	5.55	0.6	8.69
L345_03699	11.04	0	0	0	0	0	0	0	0	0	0	0	51.08
CLP1	16.43	2.27	2.94	5	0	7.02	0	8.58	9.37	0	0	1.94	17.09
PRORSD1	72.74	116.99	46.04	12.33	9.64	28.37	12.31	20.27	16.75	65.07	22.9	39.97	16.02
L345_00371	27.48	8.21	26.91	0	0	0	0	8.41	0	0	0	21.32	0
CLP1	3.21	0	0	0	0	27.38	0	0	0	0	0	0	4.02
EYA2	28.6	135.58	4.5	13.37	20.7	17.59	16.25	7.5	0	132.18	141.88	2.32	5.32
ZMYND8	34.8	10.34	7.16	13.02	6.83	8.68	26.73	10.5	16.34	7.55	4.44	7.87	12.12
TRAM1	8.11	7.98	4.71	3.96	0	1.68	15.22	1.81	8.46	5.85	0	1.7	3.19
ncoa3	34.15	13.98	6.05	19.71	16.4	17.59	17.26	9.3	29.14	17.75	5.43	11.02	4.31
SULF1	90.72	6.07	6.2	15.69	7.16	11.38	24.53	17.59	7.84	48.83	24.96	10.52	2.72
Plxna1	52.27	107.27	95.96	29.76	23.55	34.7	7.5	40.21	15.93	34.29	0	50.47	29.97
PLXNA1	5.74	11.98	4.66	1.32	0	0	0	0	0	0	0	0	9.86
PLXNA1	4.59	8.8	6.3	4.7	0	7.06	4.06	1.12	3.6	3.38	0	0.42	5.02
L345_03712	0	0	0	0	0	0	0	0	0	0	0	0	0
TGFBR2	10.7	8.06	26.21	17.16	6.99	14.11	8.35	8.65	14.57	1.52	0	11.45	1.58
L345_03710	0	0	0	0	0	0	0	0	0	0	0	0	0
NEK3	0	0	0	0	0	0	0	0	0	0	0	0	0
CHRM2	2.97	0	0	0	0	0	0	0	0	0	0	14.41	0.28
Tjap1	23.23	0.56	4.1	9.49	7.41	11.5	7.34	8.28	9.14	13.34	0	8.62	3.59
L345_03723	154.7	28.21	0.51	0.46	0	2.62	0	2.12	0	1.52	0	7.35	9.12
Yipf3	245.44	270.91	102.29	76.88	55.45	90.64	35.15	79.78	63.14	142.33	162.83	74.58	165.09
Polr1c	31.32	15.9	30.25	1.88	1	0	9	15.76	5.02	10.05	0	8.14	21.22
XPO5	37.42	7.45	13.49	7.68	6.56	11.15	40.53	19.94	25.66	21.5	27.88	7	4.46
POLH	9.6	10.06	5.22	10.35	3.29	5.76	50.02	8.53	19.53	12.27	15.7	2.62	10.52
Gtpbp2	32.04	9.11	5.63	9.69	4.74	13.4	9.77	3.36	11.14	23.16	32.77	11.17	23.94
MAD2L1BP	13.9	1.51	3.9	2.59	0	0	0	7.88	16.93	0	0	3.87	13.43
Ephx1	89.29	115.23	96.53	178.17	177.29	222.48	183.11	149.96	152.32	228.05	656.49	85.13	3.31
RSPH9	8.54	50.71	0	0	0	0	0	0	0	22.98	67.72	0.85	221.3
RSPH9	1.76	24.74	0	0	0	0	0	0	0	7.33	0	0	60.34
MRPS18A	108.43	165.96	53.6	28.78	31.23	62.37	115.37	76.44	62.61	33.96	129.69	92.73	50.72
NSL1	4.55	12.64	2.91	1.59	6.79	1.5	20.28	15.78	6.47	3.49	0	3.08	25.34
L345_03733	1.11	2.58	0	0	0	0	0	3.21	0	0	0	2.21	256.58
TATDN3	23.76	20.58	12.47	0	0	0	0	3.96	0	3.66	0	8.79	38.77
FLVCR1	37.34	33.1	3.72	1.86	0	0	5.8	1.77	3.92	31.31	15.49	2.3	15.01
VASH2	5.77	7.91	1.39	0.85	0	0	0	0.65	1.3	0.7	0	1.84	117.2
gpd1l	20.27	42.28	1.15	3.27	2.35	1.54	3.71	1.01	3.16	112.5	405.7	3.72	272.72
ANGEL2	25.17	61.94	20.34	4.32	10.92	5.84	54.23	35.31	47.8	23.13	78.1	20.57	45.78
Kti12	6.81	1.9	1.84	5.02	0	5.5	21.24	13.58	15.26	34.8	0	3.24	0
Rps6kc1	25.59	19.56	8.13	9.32	9.97	10.26	11.3	11.04	21.27	8.04	12.62	5.24	45.63
Rpl22l1	140.76	426.95	532.88	26.5	0	63.91	34.39	60.57	43.92	33.88	244.27	81.71	138.03
EIF5A2	143.55	3.18	90.44	57.93	43.82	52.21	1429.23	75.16	296.5	129.45	67.72	25.83	10.89
L345_03738	3.07	1.4	0.45	0.83	0	4.12	2.29	0.63	0	3.42	0	1.79	0
L345_03740	0	11.04	0	0	0	0	0	0	0	0	0	0	539.11
L345_03739	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC2A2	0	0	0	0	0	0	0	0	0	0	0	3.05	946.47
Tnik	21.34	4.11	10.01	41.02	27.97	27.28	29.3	15.34	30.45	5.48	9.48	1.32	14.22
Lmln	16.64	4.14	1.9	6.27	0	1.78	13.45	1.36	12.92	6.77	6.44	2.77	3.44
Slc5a1	0.07	5.52	0.68	28.44	26.55	8.82	1.33	0.12	0	153.32	56.7	0	1.98
RTDR1	0.7	0.98	0	0.58	0	0	0	0.88	0	0	0	1.68	73.34
GNAZ	27.5	1.07	0	1.6	0	0.91	2.65	2.93	1.47	8.95	14.73	1.82	0.73
RAB36	21.46	6.34	1.68	1.35	0	0	4.37	4.29	0	12.22	46.24	17.48	17.36
L345_03750	12.09	4.59	2.98	0	0	0	0	2.89	0	6.25	0	3.94	0
SPECC1L	12.33	2.63	6.28	79.93	37.43	59.09	15.06	11.96	22.54	30.3	58.53	4.61	4.13
L345_03749	0	0	0	0	0	0	0	0	0	0	0	0	0
ADORA2A	1.72	0.54	0.69	6.43	0	7.72	0	0.98	0	7.39	0	1.37	1.84
UPB1	66.2	208.69	173.91	47.31	24.39	53.78	37.03	121.85	92.07	59.12	155.66	107.27	115.23
PARP14	8.31	14.92	3.01	1.68	2.06	4.51	1.88	1.81	1.59	20.88	8.81	4.76	2.74
L345_03751	14.56	6.12	42.61	28.92	25.42	70.6	3.81	26.14	48.15	60.31	117.1	44.55	375.04
L345_03752	4.91	0.59	0	1.06	0	0	0	0.27	0	5.78	0	0	0
GGT1	2.56	15.36	0	0.58	0	0	0	0	0	13.06	19.91	0.27	22.56
Ggt5	1.83	5.42	1.75	2.1	0	1.65	0	1.07	0	6.53	0	34.97	1.06
L345_03758	0	0	0	0	0	0	0	0	0	0	0	0	0
PRRC2C	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAMTS17	0.12	0	0	0	0	0	0	0.46	0	0	0	0	0.34
ADAMTS17	4.29	3.19	0	0.62	0	0	0	0	0	0	0	0.91	6.56
lysmd4	15.11	0	17.86	45.88	7	37.02	7.68	9.98	12.85	6.15	40.41	10.8	3.25
MEF2A	30.76	26.05	6.24	33.76	5.66	35.47	28.06	22.48	20.77	13.95	16.6	12.8	20.79
DTX3L	41.82	7.01	15.13	10.8	20.63	9.43	13.31	6.89	16.98	48.09	2.59	13.52	4.23
LRRC28	4	1.57	1.52	2.33	6.97	5.26	11.47	2.13	0	5.36	0	0.67	9.16
Robo1	4	8.82	27.38	8.96	14.63	23.8	15.89	8.35	9	16.37	0	0	7.25
Robo1	6.63	0.68	14.92	37.15	40.9	32.19	27.11	13.64	29.97	22.75	27.81	0.58	1.02
CALM	1658.89	1634.02	388.6	650.09	389.97	608.54	1505.27	762.32	717.35	1845.66	800.93	399.69	188.21
L345_03762	37.7	48.34	10.97	10.78	9.6	7.44	15.18	13.46	19.22	32.15	38.32	14.13	13.8
PSMC1	381.84	317.44	272.82	215.66	232.82	225.43	295.89	327.59	287.17	260.47	284.21	220.79	172.77
KCNK13	14.94	0	0	0	0	0	0	0	0	0	0	0	8.42
TDP1	17.71	18.35	9.65	12.22	12.66	6.72	6.27	18.96	10.75	13.01	58.02	6.38	8.2
LONRF2	16.4	1.87	7.61	29.96	43.05	31.73	26.17	4.59	14.16	12.69	0	1.85	5.74
CHST10	5.61	0.42	0.68	0.91	0	0.73	0.12	0.2	0	1.77	0	0.42	24.72
PARP9	0	0.84	0	0.34	0	0	0	0	0	0	0	0.24	231.81
HIST1H2AC	0.5	18.38	0	0	0	0	0	0	0	0	0	1.97	6.3
EXPH5	6.82	0.33	6.76	9.76	1.29	5.92	9.28	3.69	15.52	6.11	0	1.11	20.61
DDX10	16.31	7.24	34.78	5.67	1.97	10.88	11.19	17.42	10.11	7.22	0	3.6	2.89
DDX10	43.22	88.55	93.61	37.41	26.01	69.11	276.1	128.23	130.25	37.1	152.81	38.75	55.33
KIF6	2.49	0	0.34	2.54	0	3.15	0	0	0	1.57	0	0	3.4
KCNK17	0	0	0.44	0.21	0	0	0	0.78	0	0	0	0	0
L345_03777	7.49	0	0	0	0	0	0	0	0	0	0	0	0
L345_03778	1.26	0	0	13.35	0	0	0	0	0	0	0	0	0
TRPC3	1.05	0.19	0	0.12	0	0	0	0	0	0	0	0	2.73
BBS7	37.07	28.87	9.41	4.62	6.66	3.74	13.51	15.09	26.05	7.78	63.53	8.6	27.78
BMP5	1.63	0	0	0	0	0	0	0	0	0	0	0	0
Exosc9	46.38	20.84	23.58	10.07	27.51	15.53	171.77	56.23	80.75	42.61	85.77	23.39	59.85
ANXA5	288.65	467.83	163.46	176.06	139.76	199.8	195.31	237.73	209.52	448.79	344.92	119.32	26.69
L345_03783	0	0	0	0	0	0	0	0	0	0	0	0	0
L345_03784	0	0	0	0	0	0	0	0	0	0	0	0	0
GPR125	30.45	39.77	9.04	15.04	19.39	14.61	23.15	29.88	20.15	48.15	11.43	16.12	22.89
L345_03788	0	0	0	0	0	0	0	0	0	0	0	0	0
CYLC2	0	0	0	0	0	0	0	0	0	0	0	0	0
AGO2	0	0	0	0	0	0	0	0	0	0	0	0	0
L345_03793	0	0	0	0	0	0	0	0	0	0	0	0	0
L345_03786	13.44	0	0	0	0	0	0	0	0	0	0	0	0
COL21A1	15.36	0.4	0.64	4.13	5.51	2.23	0.68	2.87	1.31	4.19	0	1.36	5.59
Kcnip4	131.34	3.87	0	0	0	0	0	0	0	0	0	0	0
PACRGL	18.94	38.12	28.11	13.89	5.69	12.81	0	24.41	18.7	39.5	0	9.29	182.09
SLIT2	83.16	11.14	2.39	21.46	9.4	15.67	7.39	15.84	28.34	59.95	10.72	0.4	2.12
Slit2	0	0	0	0	0	0	0	0	0	0	0	0	0
dotA	0	0	0	0	0	0	0	0	0	0	0	0	0
NTRK3	5.12	0	0	0	0	0	0	0	0	0	0	0	1.07
EIF5A	149.28	164.15	299.5	240.46	321.44	278.68	255.16	376.64	418.47	255.08	126.42	234	271.29
GRID2	0	0	0	0	0	0	0	0	0	0	0	0	0
Ift74	39.53	19.7	2.08	7.04	0.84	7.2	18.47	13.26	10.5	29.24	126.55	12.1	299.86
LRRC19	0.77	0.79	0	0	0	0	0	0	5.02	0	0	0.68	7.62
MTIF2	31.26	48.49	56.5	23.15	20.37	36.54	79.65	85.69	54.79	30.04	61.45	19.82	12.44
DST	117.16	21.79	4.34	28.36	24.87	26	13.48	7.75	12.51	40.7	45.88	24.89	6.33
PLAA	53.95	165.34	35.28	40.56	34.07	41.36	36.63	45.65	37.63	48.67	42.04	35.44	38.13
L345_03798	107.23	18.04	11.2	18.7	45.13	20.24	78.66	18.49	32.8	56.23	2.03	34.19	57.18
LEPR	0.89	0	0.41	0.1	0	0	0	0	0	2.41	0	0	0.11
LEPROT	55.23	16.21	54.78	18.89	0	0	52.87	2.62	0	25.41	0	39.03	2.23
DNAJC6	34.13	2.78	0.36	1.24	0	1.28	1.57	0.26	0	2.78	6.98	0	1.39
AK4	6.56	1.03	8.42	4.52	1.59	4.91	1.17	1.52	4.04	4.31	0	1.03	0.59
CCDC85B	0	0	0	0	0	0	0	0	0	0	0	0	0
JAK1	12.88	24.29	8.38	12.89	11.65	12.29	13.45	16.24	13.88	16.99	6.87	8.54	1.27
RAVER2	8.45	256.04	2.12	7.65	16.5	6.59	7.4	14.31	13.27	11.75	58.99	8.39	0.56
CACHD1	7.86	2.97	7.46	14.44	8.05	12.22	20.04	8.65	14.8	13.88	2.34	1.52	22.37
FUT8	65.13	100.84	49.49	30.48	51.61	38.71	88.95	34.46	42.97	43.64	4.89	7.44	19.06
L345_03811	29.49	0	0	0	0	0	0	0	0	0	0	0	0
HEMK1	9.89	10.32	9.45	1.63	0	0.46	0.9	0.25	0	5.88	0	5.56	9.67
CISH	11.89	4.51	21.51	48.26	13.56	34.43	39.04	16.56	31.49	5.23	0	19.22	1.23
MAPKAPK3	13.18	13.27	74.81	43.36	18.46	40.71	53.83	23.45	15.69	61.46	43.95	25.45	10.22
DOCK3	5.85	0.59	0	0	0	0	0	0	0	0.68	0	0	4.11
MANF	116.61	1587.27	83.99	166.57	81.32	134.24	133.52	73.86	41.45	284.22	239.79	40.89	224.57
Rbm15b	19.96	14.85	21.19	16.55	7.15	15.13	25.14	20.06	21.49	19.04	21.68	10.54	6.44
VPRBP	27.26	7.93	6.22	18.57	21.98	20.51	50.86	39.55	39.64	45.08	22.3	8.54	8.65
RAD54L2	3.49	3.23	1.28	2.66	2.46	2.9	1.49	1.04	2.92	8.98	2.74	0.74	9.34
SEMA3D	51.73	64.97	0	0	0	0	0	0	0	8.04	0	0.36	11.41
C1QTNF4	219.4	6.5	1.05	0.65	0	5.04	0	0.49	0	0	4.97	0	2.96
L345_03818	9.64	24.76	0	0	0	0	0	0	0	24.36	93.3	0	21.13
CNGB1	0	0	0	0	0	0	0	0	0	0	0	0	0
ACVR1C	13.06	18.57	13.39	18.67	15.6	8.1	17.6	15.14	12.25	18.8	0	24.46	5.76
L345_03827	0	0	0	0	0	0	0	0	0	0	0	0	0
CYTIP	5.7	24.27	1.42	4.29	4.25	0	0	1.01	0	5.43	0	12.69	0.38
Ermn	309.05	0	0	0	0	0	0	0	0	0	0	0	1.12
Galnt5	0.15	0.2	0.26	5.11	0	2.76	10.18	0.19	7.48	11.6	0	0	0.27
CCDC57	17.09	4.17	5.38	1.24	0	4.09	3.4	4.09	3.79	4.76	8.41	1.19	25.7
FASN	146.51	68.46	17.63	19.18	9.72	11.12	65.96	28.58	32.43	90.07	59.2	5.16	8.44
DUS1L	26.12	40.31	77.38	24.34	59.93	18.54	116.07	86.8	91.8	22.3	44.39	31.04	45.89
NDUFS3	450.69	524.59	554.31	227.28	285.77	291.74	351.94	603.43	357.19	348.04	183.58	1249.8	518.36
Gps1	84.87	57.81	30.12	27.34	42.81	27.56	80.84	54.39	63.36	89.2	165.65	66.67	180.92
RFNG	93.81	73.07	42.24	42.1	28.4	40.16	25.65	41.2	31.2	163.32	72.21	33.15	196.7
DCXR	249.6	664.73	317.58	102.7	64.74	116.4	33.15	242.4	131.76	102.27	38.47	65.14	35.82
RAC3	33.89	13.77	0	0	0	0	0	0	0	0	0	0	4.74
LRRC45	18.6	5.73	10.52	8.7	10.51	9.11	15	28.36	24.03	29.44	28.62	1.95	19.82
STRA13	11.31	21.75	47.45	0	0	0	0	10.18	0	16.46	0	6.27	99.73
Aspscr1	122.64	92.04	36.65	42.92	43.93	47.81	61.9	76.72	82.43	23.04	89.41	62.84	30.05
infB	0.19	0	0.52	0	0	0	0	0.36	0	0	0	0	0.55
NOTUM	2.83	3.9	2.01	6	0	13.69	8.85	4.22	9.15	0	23.46	0	0
MYADML2	0	11.31	0	0	8.99	0	2.3	0	0	0	0	9.65	0
Kbtbd4	94.21	22.91	24.24	11.68	4.83	11.32	8.46	17.79	19.64	22.34	13.98	12.11	116.93
PYCR2	25.18	10.91	21.71	11.41	7.33	1.98	73.91	30.95	39.6	23.68	23.64	7.04	10.41
MAFG	6.92	0	1.17	8.13	0	2.86	0	0	0	6.68	0	0	3.7
SIRT7	44.14	54.62	56.3	62.53	58.89	42.8	16.57	32.84	42.39	63.33	43.82	12.95	110.86
PCYT2	53.88	70.15	42.33	198.59	63.41	111.45	79.19	49.29	81.06	36.66	48.07	3.46	34.11
NPB	52.97	37.5	20.43	5.94	0	4.13	7.25	29.43	0	0	0	0	21.49
Anapc11	211.64	413.15	40.08	17.4	0	0	0	31.86	0	17.17	96.28	244.9	305.26
THOC4	227.86	291.74	157.9	192.9	109.9	226.24	256.61	401.7	309.7	355.96	391.92	151.47	57.16
P4HB	893.78	1746.43	2203.33	888.85	709.52	884.29	976.35	1355.21	1231.4	1992.53	1603.19	1147.8	176.38
Ppp1r27	0	0	0	0	157.55	10.73	14.44	0	0	0	0	0	0
L345_03838	92.68	152.1	51.53	41.25	34.22	44.45	42.73	52.53	47.93	62.01	13.74	54.81	70.96
PTPMT1	101.92	98.05	37.01	8.1	15.58	10.37	0	8.41	2.23	21.78	62.85	44.61	143.91
Gcgr	42	0.39	0	0	0	0	2.59	0	0	1.15	10.76	0	0.53
SLC25A10	24.21	6.55	5.16	3.02	0	0	0	6.58	5.27	8.52	0	1.86	24.91
Mrpl12	207.21	236.72	354.85	52.19	37.87	64.72	201.16	202.95	136.79	135.73	0	465.95	190.88
HGS	151.1	64.09	51.19	174.73	128.12	129.63	127.08	106.25	112.21	172.95	250.42	45.68	63.67
ARL16	68.98	1.95	22.71	16.37	11.42	15.33	43.31	12.47	8.2	1.79	0	16.69	217.71
TMC6	6.24	8.89	14.61	17.36	9.83	11.69	1.98	10.19	9.18	16.84	48.34	3.19	1.6
SYNGR2	38.26	47.19	38.19	78.36	55.09	81.34	35.73	58.3	77.3	123.01	56.69	23.99	6.43
TK1	2	4.68	7.94	2.31	3.86	3.62	73.75	23.42	31.79	13.89	11.81	0	3.78
afmid	4.57	2.25	11.26	5.06	19.53	13.35	14.86	76.03	38.15	13.85	0	34.1	2.7
SMG7	47.55	5.68	4.88	26.89	31.5	21.56	44.15	15.88	31.42	36.97	58.04	6.56	32.58
CELF1	28.6	27.86	8.54	8.77	7.58	9.35	13.81	15.45	16.79	16.18	9.89	34.96	5.65
NCF2	9.55	29.78	0.24	6.52	2.91	2.55	2.49	0.69	2.76	152.26	0	15.22	56.05
ARPC5	50.69	12.22	55.23	14.9	2.54	12.61	42.11	9.54	7.25	36.25	0	15.66	3.49
APOBEC4	0	0	0.57	0	0	0	0	0	0	4.28	0	0	0
RGL1	26.9	5.53	5.14	1.83	0	2.07	0	6.7	0	16.26	0	14.66	3.36
Vps13b	1.4	0.59	1.14	1.25	0	0.76	2.97	0	0	4.39	0	0.5	1.21
Vps13b	2.3	0	0	3.93	0	0	0	0	11.64	0	0	0	0
OSR2	0	0	0	0	0	0	0	0	0	0	0	0	26.87
stk3	18.2	2.42	16.34	16.76	8.36	19.24	21.53	8.51	20.84	17.56	33.61	7.2	7.44
Kcns2	3.51	0	0	0	0	0	0	0	0	0	0	0	0
L345_03878	0	0	0	0	0	0	0	0	0	0	0	0	0
Psmc3	231.58	310.86	87.36	72.54	90.53	94.82	103.8	118.51	82.73	80.81	128.3	227.11	225.39
NIPAL2	0.35	11.49	0	2.56	0	1.81	0	0	0	44.86	34.71	0	0
THBS4	34.9	17.9	0	0	11.36	5.43	0	0	0	9.47	12.3	0	0
RAD54L	4.87	1.74	0.16	0.45	0	0.86	14.31	7.37	10.44	3.48	2.33	0.64	12.08
LRRC41	46.87	17.04	16.38	9.96	13.14	15.67	17.34	8.95	16.99	6.36	23.49	13.93	128.89
NSUN4	26.74	20.1	12.12	4.2	4.3	4.69	16.03	10.35	2.89	8.71	3.98	12.64	20.81
L345_03871	20.17	5.46	69.79	29.71	20.55	30.07	11.04	25.63	14.45	5.66	22.19	60.22	2.79
NOP9	0	0	0	0	0	0	0	0	0	0	0	0	0
Dmbx1	1.35	1.38	0.45	0	0	0	0	0	0	1.35	0	0	0
PLXNA2	1.06	1.71	1.1	0.26	0	0	0	0	4.73	0	0	0.36	4.38
PLXNA2	0.36	1.56	1.01	0	16.9	0	0	1.36	0	0	0	0	1.07
tmem178	42.86	5.68	1.84	0	0	0	0	0	0	0	0	9.76	0
CLDN10	0.49	0	7.24	12.36	0	0	0	0	5.56	0	0	0	0
Dzip1	3.09	2.46	5.86	12.27	3.87	3.6	9.58	6.61	4.82	3.44	0	0	88.89
CLDN10	1.43	0	29.47	171.89	0	38.33	9.34	66.89	2.71	0	0	0	2.39
DNAJC3	19.51	8.53	7	43.52	26.53	29.28	41.64	19.56	26.82	60.07	30.24	4.01	3.62
UGGT1	8.93	1306.23	0.85	0.65	0.87	0	1.35	1.78	0	5.84	14.59	20.46	18.17
MBNL2	26.13	15.55	3.46	3.86	0	4.54	0	1.47	15.73	5.81	0	0.46	9.91
RAP2A	33.41	6.91	7.82	14.29	0	20.6	0	8.82	10.89	9.64	0	2.96	279.24
RFX4	0.07	0	0	0	0	0.76	0	0	0	0.59	0	0	0.81
Polr3b	36.32	16.04	9.27	8.2	5.4	7.5	25.39	10.81	8.45	15.11	39.16	10.17	8.74
TCP11L2	11.98	10.54	8.35	24.44	24.19	9.68	9.48	4.1	0	5.62	61.38	7.59	49.64
SLC39A13	2.07	0.11	0.51	0.42	0	0	0	0.13	0	4.12	0	3.09	0.7
CKAP4	54.2	30.87	37.83	43.81	38.1	44.37	24.55	45.46	41.3	195.13	48.49	62.76	89.04
NUAK1	10.12	2.39	27.83	43.19	20.16	31.71	27.35	16.45	32.4	6.09	27.34	1.13	2.18
L345_03893	259.22	1571.52	2010.85	526.39	260.73	755.38	797.41	1242.49	1875.9	1119.44	1580.12	472.47	703.95
RGS17	9.65	0	1.13	0.51	0	0	0	0	0	5.92	0	0	1.2
MTRF1L	19.61	1.11	6.78	1.99	0	0.94	1.83	6.57	3.55	18.53	11.86	1.89	0
FBXO5	3	17.18	8.21	3.32	0	0	59.43	19.46	30.44	6.54	0	3.31	9.48
VIP	81.72	23.9	0	0	0	0	0	0	0	8.81	0	1.13	0
myct1	10.13	0	19.11	40.1	49.03	38.04	19.9	25.58	23.92	30.66	0	39.33	0
SYNE1	1.12	0	0	0	0	0	0	0	0	0	0	0	0
SYNE1	3.24	3.39	0	0	0	0	0	0	0	1.61	17.38	6.83	1.1
RPS27A	1754.21	9832.43	8137.36	1671.23	1312.1	2208.94	649.83	1485.77	1183.3	888.05	1463.64	3043.8	2966.04
SPI1	12.57	16.27	1.1	20.71	0	2.85	0	0.77	0	24.07	0	67.22	1.17
SYNE1	0.8	1.06	0	0	0	0	0	0	0	0	0	0.15	0.24
SYNE1	1.07	1.56	0	1.41	0	0	0	0	0	1.55	0	0.66	0.53
Aldh16a1	16.92	22.7	13.44	16.47	9.77	14.37	15.98	30.52	23.62	23.76	5.7	15.68	32.53
pih1d1	41.21	59.4	54.39	33.44	59.03	60.53	287.12	141.16	179.28	38	79.85	139.01	447.26
slc17a7	17.31	0	0	0	0	0	0	0	0	0	0	0	0.18
RPL13A	3326.18	7164.3	9883.35	6560.11	5187.86	7707.76	3886.39	12235.11	8020.28	3538.64	4884.85	13394.82	2706.33
dhdh	0.46	14.46	66.46	160.15	77.12	161.11	7.22	21.14	15.47	13.56	0	1.61	1.29
Tub	26.2	2.24	3.33	5.24	2.51	6.64	3.13	4.45	6.35	2.12	6.22	3.04	94.12
Nucb1	57.31	73.81	9.06	46.71	22.39	44.35	37.49	68.94	45.85	51.29	79.47	48.65	35.21
PPP1R15A	4.63	5.86	2.03	129.05	57.88	88.28	7.5	3.99	6.93	8.8	0	6.17	23.23
MYBPC3	0.33	0.6	0.11	0.16	0	0.6	0	0	0	0	0	543.06	0.88
B3GALT5	4.25	16.03	0	1.42	0	0	0	0.31	0	0	0	1.14	21.25
Igsf5	0	0	0	0	0	0	0	0	0	0	0	0	0.13
PCP4	216.2	0	0	5.91	0	0	0	0	0	107.04	0	0	0
L345_03915	0	1.78	0	0	0	0	0	0	0	0	0	0	181.97
L345_03916	51.95	95.48	18.92	24.01	0	18.4	8.66	88.14	22.97	30.5	59.45	66.76	16.03
Avil	1.51	0	0	0	0	0	0	0	0	0	0	0	0.38
CTDSP2	34.57	3.22	26.96	99.83	29.43	76.52	22.1	18.83	40.58	83.6	33.78	39.09	4.4
SLC11A2	26.58	10.06	17.11	52.33	14.5	23.97	3.01	3.8	8.99	39.24	33.42	3.98	1.47
letmd1	58.05	11.05	8.36	5.49	0	4.08	9.57	5.94	0.88	19.45	22.15	7.37	1.97
L345_00393	1.8	1.56	0	0	0	5.02	0	0	0	0	0	2.68	0
CSRNP2	25.61	14.17	3.88	15	13.38	3.64	2.97	2.12	6.57	8.1	0	6.34	1143.22
TFCP2	43.69	11.27	12.24	9	4.01	7.08	46.15	12.3	41.46	24.41	0	7.8	0.96
OMA1	3.32	3.54	0	3.17	3.02	0	0	1.61	0	8.1	7.19	0.5	2.82
TACSTD2	3.17	124.46	132.7	681.43	628.49	647.13	748.12	273	300.57	161.78	213.3	0	0
MYSM1	29.53	16.54	11.91	14.71	4.58	11.82	18.46	13.42	26.66	20.46	10.92	6.86	1.94
ANK1	0	0	0	0	0	0	0	0	0	4.37	9.88	0	0
JUN	54.05	688.43	40.23	211.5	406.81	340.98	342.37	130.66	355.52	110.76	219.86	124.35	19.97
H3v1	0	0	0	0	0	0	0	0	0	0	0	0	0
PRSS12	4.02	0.52	3.88	4.14	8.94	6.09	1.33	5.46	8.07	2.88	6.56	16.08	2.69
METTL14	85.33	53.22	43.13	28.89	55.61	28.18	163.87	97.51	62.74	69.04	194.22	97.13	48.8
PTGFRN	1.15	1.56	0.6	1.24	0	1.08	0.53	0.22	5	1.26	14.29	0.93	1.71
SEC24D	10.68	40.48	1.05	25.21	3.65	9.7	0	0.91	1.68	50.72	35.82	3.6	2
SYNPO2	1.16	1.95	0.36	7.5	158.96	18.96	51.69	4.16	10.09	5.46	10.99	0.71	0
MYOZ2	0.65	0.98	0.21	1.58	80.8	14.24	14.25	0	2.42	0	0	469.58	0.22
USP53	9.82	9.81	10.3	169.57	56.97	75.1	28.72	8.32	33.24	20.53	5.41	8.49	10
Fabp2	0	0	0	0	0	0	0	0	0	0	0	7.67	0
nfxl1	16.93	10.02	5.94	5.44	0	4.53	7.57	2.07	1.47	5.52	0	2.47	5.23
L345_03941	11.75	8.91	0	0.72	0	0	0	0	0	0	0	0	2.85
NIPAL1	4.94	0.58	0.74	4.13	7.38	2.43	9.47	0.79	0	0	0	0	378.7
TEC	1.36	2.55	42.61	222.86	107.43	167.31	42.05	59.59	50.2	3.25	0	0.62	0.25
ZC3H13	0.5	0.16	0	0.3	0	0.98	0	0.45	0	2.92	0	0	0.11
MEIS1	3.47	0	0	0	0	0	0	0	0	0	0	0	0
SLAIN2	11.36	1.71	16.82	91.32	59.36	112.39	182.75	37.92	126.43	58.49	54.17	5.11	76.18
Slc10a4	3.57	0	1.2	0	0	0	0	0	0	0	0	2.38	61.86
ZAR1	0	0	0	0	0	0	0	0	0	0	0	0	0
FRYL	15.28	3.78	2.94	8.62	3.49	6	5.04	5.34	7.73	17.23	7.94	2.34	1.67
