gene0	NDEL1
gene10355	Wdr64
gene10356	EXO1
gene10357	MAP1LC3C
gene10358	PCMTD1
gene10359	L345_10360
gene10360	CCDC85B
gene10361	MTHFD1L
gene10362	LDB1
gene10363	PPRC1
gene10364	LCORL
gene10365	LCOR
gene10366	L345_10364
gene10367	SLIT1
gene10368	RABEP1
gene10369	Rabep1
gene10370	Rabl5
gene10371	PFN4
gene10372	PEX6
gene10373	PPP2R5D
gene10374	MEA1
gene10375	CDH19
gene10376	L345_10377
gene10377	FBLN1
gene10378	atxn10
gene10379	polb
gene10380	arhgap32
gene10381	arhgap32
gene10382	Kcnj5
gene10383	KCNJ1
gene10384	FLI1
gene10385	L345_10384
gene10386	NCKAP5
gene10387	L345_10388
gene10388	ARFGEF2
gene10389	CSE1L
gene10390	STAU1
gene10391	L345_10392
gene10392	NPHP4
gene10393	ZC3H18
gene10394	ajap1
gene10395	myd88
gene10396	OXSR1
gene10397	SLC22A14
gene10398	ACBD6
gene10399	NUMB
gene10400	PAPLN
gene10401	CNNM1
gene10402	GOT1
gene10403	CD69
gene10404	CLEC2D
gene10405	Clec2f
gene10406	CLEC2D
gene10407	L345_10406
gene10408	gli1
gene10409	ARHGAP9
gene10410	mars
gene10411	L345_10412
gene10412	PPM1K
gene10413	L345_10414
gene10414	L345_10415
gene10415	KLHL1
gene10416	KLHL1
gene10417	L345_10418
gene10418	Sgpl1
gene10419	PCBD1
gene10420	RCOR1
gene10421	Traf3
gene10422	Adra1a
gene10423	DPYSL2
gene10424	BNIP3L
gene10425	PPP2R2A
gene10426	MIB2
gene10427	Golim4
gene10428	Actrt2
gene10429	L345_10430
gene10430	SSU72
gene10431	L345_10428
gene10432	atad3-a
gene10433	L345_10437
gene10434	L345_10440
gene10435	L345_10438
gene10436	Gabrd
gene10437	L345_10434
gene10438	Prkcz
gene10439	ralyl
gene10440	SNX10
gene10441	CBX3
gene10442	HNRNPA2B1
gene10443	Nfe2l3
gene10444	RRM2
gene10445	BMP3
gene10446	Prkg2
gene10447	TFAP2D
gene10448	Wnt6
gene10449	Pdhb
gene10450	KCTD6
gene10451	ACOX2
gene10452	L345_10451
gene10453	PFKFB4
gene10454	PRKCD
gene10455	CALCR
gene10456	Rars
gene10457	WWC1
gene10458	ODZ2
gene10459	L345_10460
gene10460	L345_10461
gene10461	LINGO1
gene10462	L345_10464
gene10463	TDRKH
gene10464	OAZ3
gene10465	MRPL9
gene10466	CNGB1
gene10467	CELF3
gene10468	CHRNA7
gene10469	SIPA1L1
gene10470	Gabrb2
gene10471	Ncor2
gene10472	L345_10473
gene10473	L345_10474
gene10474	TYRP1
gene10475	PLEKHG3
gene10476	NOP9
gene10477	L345_10483
gene10478	L345_10481
gene10479	SUPT5H
gene10480	TIMM50
gene10481	dlb
gene10482	dlc
gene10483	CHP2
gene10484	BCHE
gene10485	MED12L
gene10486	CLRN1
gene10487	L345_10488
gene10488	SIAH2
gene10489	L345_10489
gene10490	SELT
gene10491	BMP4
gene10492	KCNQ2
gene10493	Igdcc4
gene10494	Rrbp1
gene10495	CNGB1
gene10496	L345_10497
gene10497	SH3RF1
gene10498	Nek1
gene10499	L345_10502
gene10500	ZFP161
gene10501	EPB41L1
gene10502	Srst
gene10503	Srst
gene10504	TPI1
gene10505	HCN2
gene10506	POLRMT
gene10507	TMEM194B
gene10508	MFSD6
gene10509	L345_10512
gene10510	L345_10510
gene10511	L345_10511
gene10512	VEZF1
gene10513	Gsdma
gene10514	RAD26L
gene10515	PTCH1
gene10516	FANCC
gene10517	Aopep
gene10518	HPGD
gene10519	GLRA3
gene10520	L345_10521
gene10521	PTPRS
gene10522	RAB44
gene10523	Cdkn1a
gene10524	SRSF3
gene10525	PTHLH
gene10526	STK38
gene10527	Rnf216
gene10528	Smurf1
gene10529	kpna2
gene10530	RADIL
gene10531	L345_10532
gene10532	Nfkbid
gene10533	NPHS1
gene10534	L345_10533
gene10535	KRAS
gene10536	LYRM5
gene10537	PTPRU
gene10538	L345_10539
gene10539	Fndc3a
gene10540	STARD10
gene10541	RBM25
gene10542	RAB6B
gene10543	SLC2A9
gene10544	BTRC
gene10545	BOD1L
gene10546	BOD1L
gene10547	HIBCH
gene10548	L345_10550
gene10549	mstnb
gene10550	ZDHHC1
gene10551	tmem208
gene10552	LRRC29
gene10553	ELMO3
gene10554	E2F4
gene10555	exoc3l1
gene10556	Ltb4r
gene10557	CTRL
gene10558	PSKH1
gene10559	Nrn1l
gene10560	Enah
gene10561	LBR
gene10562	DNAH6
gene10563	DNAH14
gene10564	L345_10565
gene10565	TBC1D8
gene10566	RPL31
gene10567	NPAS2
gene10568	PDCL3
gene10569	L345_10570
gene10570	AP4B1
gene10571	DCLRE1B
gene10572	HIPK1
gene10573	L345_10574
gene10574	spa
gene10575	MDM1
gene10576	MDM1
gene10577	Nup107
gene10578	SLC35E3
gene10579	MDM2
gene10580	CPM
gene10581	L345_10582
gene10582	L345_10583
gene10583	GSC2
gene10584	Dgcr14
gene10585	TSSK1B
gene10586	Tssk1b
gene10587	Tssk2
gene10588	Dgcr2
gene10589	L345_10591
gene10590	ITGA8
gene10591	ITGA8
gene10592	PKDCC
gene10593	Sh3bgr
gene10594	ABCD3
gene10595	F3
gene10596	RALGAPA2
gene10597	SLC9A6
gene10598	MMGT1
gene10599	DDX26B
gene10600	Mospd1
gene10601	Cenpe
gene10602	L345_10600
gene10603	HPRT1
gene10604	PHF6
gene10605	L345_10606
gene10606	PXR1
gene10607	L345_10608
gene10608	MYO1D
gene10609	SCAP
gene10610	tmem103
gene10611	CNGB1
gene10612	dotA
gene10613	Hmgn5
gene10614	Cspg5
gene10615	CSPG5
gene10616	SMARCC1
gene10617	Smarcc1
gene10618	Pkd1
gene10619	PKD1
gene10620	ZFX
gene10621	EIF2S3
gene10622	KLHL15
gene10623	MDFIC
gene10624	DNAH17
gene10625	Eya4
gene10626	ARSJ
gene10627	CAMK2D
gene10628	setd1b
gene10629	SETD1A
gene10630	orai2
gene10631	FBXL19
gene10632	KCND2
gene10633	SPTSSA
gene10634	Agpat2
gene10635	ANGPTL5
gene10636	L345_10636
gene10637	Drgx
gene10638	L345_10640
gene10639	VSTM4
gene10640	WDFY4
gene10641	Lrrc18
gene10642	L345_10642
gene10643	WDFY4
gene10644	DOCK7
gene10645	L345_10646
gene10646	Nova1
gene10647	PXR1
gene10648	PTPRD
gene10649	Gpt2
gene10650	slc44a2
gene10651	Tmem184a
gene10652	MAFK
gene10653	INTS1
gene10654	MICALL2
gene10655	L345_10656
gene10656	L345_10657
gene10657	ARHGAP22
gene10658	MAPK8
gene10659	Ptpn20
gene10660	DSL1
gene10661	RBP3
gene10662	ZNF488
gene10663	Ankrd7
gene10664	dotA
gene10665	exgD
gene10666	SGCE
gene10667	CASD1
gene10668	L345_10668
gene10669	COL1A2
gene10670	vwa2
gene10671	afap1l2
gene10672	Tmem60
gene10673	RSBN1L
gene10674	Ptpn12
gene10675	FAM82A2
gene10676	Gchfr
gene10677	DNAJC17
gene10678	ZFYVE19
gene10679	GPRC6A
gene10680	KPNA5
gene10681	Zufsp
gene10682	Dhrs1
gene10683	SULT3A1
gene10684	ERCC8
gene10685	NDUFAF2
gene10686	L345_10687
gene10687	Gal3st2
gene10688	d2hgdh
gene10689	DTYMK
gene10690	ATG4B
gene10691	THAP4
gene10692	BOK
gene10693	L345_10694
gene10694	IGFBP3
gene10695	PPP2R2D
gene10696	BNIP3
gene10697	Shank3
gene10698	Shank3
gene10699	SHANK3
gene10700	L345_10702
gene10701	Shank3
gene10702	NPFFR1
gene10703	KCNMA1
gene10704	NST1
gene10705	KCNMA1
gene10706	Tle3
gene10707	B3GNT5
gene10708	MCF2L2
gene10709	RFC4
gene10710	EIF4A2
gene10711	KNG1
gene10712	HRG
gene10713	FETUB
gene10714	NFI1
gene10715	L345_10717
gene10716	CD109
gene10717	Nckipsd
gene10718	NCKIPSD
gene10719	IP6K2
gene10720	SWP2
gene10721	Rbm25
gene10722	DIS3L
gene10723	TIPIN
gene10724	WSCD1
gene10725	TRIM28
gene10726	ZNF391
gene10727	ZNF3
gene10728	L345_10729
gene10729	ZBTB45
gene10730	Slc27a2
gene10731	ARGLU1
gene10732	L345_10733
gene10733	Clasrp
gene10734	Gemin7
gene10735	BMP2
gene10736	ppp1r37
gene10737	Nkpd1
gene10738	L345_10739
gene10739	LZTFL1
gene10740	Srst
gene10741	FYCO1
gene10742	IPO8
gene10743	CAPRIN2
gene10744	FAM60A
gene10745	L345_10747
gene10746	ANGEL1
gene10747	Vash1
gene10748	L345_10749
gene10749	KAT6B
gene10750	DUPD1
gene10751	DUPD1
gene10752	DUSP13
gene10753	DUSP13
gene10754	dupd1
gene10755	DUSP13
gene10756	SAMD8
gene10757	TMEM2
gene10758	RDH16
gene10759	TAC3
gene10760	ZBTB39
gene10761	Gpr182
gene10762	RGS7BP
gene10763	SREK1IP1
gene10764	CWC27
gene10765	Cwc27
gene10766	ADAMTS6
gene10767	ALS2
gene10768	Cdk15
gene10769	L345_10770
gene10770	SPOCK3
gene10771	L345_10772
gene10772	PDGFRB
gene10773	L345_10773
gene10774	CDX1
gene10775	L345_10776
gene10776	ICAM3
gene10777	PRRT4
gene10778	Tbl1x
gene10779	GPR143
gene10780	OR14A2
gene10781	OR52M1
gene10782	TASP1
gene10783	Esf1
gene10784	L345_10783
gene10785	Sel1l2
gene10786	GTDC1
gene10787	GTDC1
gene10788	GTDC1
gene10789	GTDC1
gene10790	HEY2
gene10791	RNF220
gene10792	Satb2
gene10793	L345_10794
gene10794	Wnt5a
gene10795	ERC2
gene10796	ARFGEF3
gene10797	Perp
gene10798	INPP5F
gene10799	MCMBP
gene10800	SEC23IP
gene10801	myo19
gene10802	PIGW
gene10803	GGNBP2
gene10804	Zdhhc14
gene10805	Snx9
gene10806	SYNJ2
gene10807	SERAC1
gene10808	GTF2H5
gene10809	Prkag2
gene10810	Rheb
gene10811	WDR86
gene10812	WDR86
gene10813	NUB1
gene10814	CCNL1
gene10815	LEKR1
gene10816	L345_10817
gene10817	L345_10818
gene10818	VSIG4
gene10819	YTHDC1
gene10820	Ugt2a2
gene10821	SULT1B1
gene10822	SLC20A2
gene10823	L345_10821
gene10824	NCAM2
gene10825	LCP2
gene10826	LCP2
gene10827	L345_10828
gene10828	TMEFF2
gene10829	TRHR
gene10830	Pcdh19
gene10831	LCA5L
gene10832	Wrb
gene10833	HMGN1
gene10834	BRWD1
gene10835	Adcy2
gene10836	BRD7
gene10837	L345_10840
gene10838	SMC1B
gene10839	L345_10839
gene10840	RIBC2
gene10841	ANKUB1
gene10842	COMMD2
gene10843	WWTR1
gene10844	Wwtr1
gene10845	L345_10846
gene10846	ABCB1
gene10847	L345_10850
gene10848	Yipf2
gene10849	Carm1
gene10850	POSTN
gene10851	Btg2
gene10852	FMOD
gene10853	CR2
gene10854	Cd55b
gene10855	Crry
gene10856	PPEF2
gene10857	NUP54
gene10858	LCORL
gene10859	NCAPG
gene10860	L345_10860
gene10861	Lap3
gene10862	CLRN2
gene10863	Neu4
gene10864	TM4SF19
gene10865	Ubxn7
gene10866	RBMS1
gene10867	Rbm25
gene10868	GALNT10
gene10869	HAND1
gene10870	GARS
gene10871	Trpc5
gene10872	L345_10873
gene10873	C5
gene10874	C5
gene10875	Traf1
gene10876	PHF19
gene10877	PSMD5
gene10878	L345_10880
gene10879	klhl20
gene10880	PON2
gene10881	PPP1R9A
gene10882	GDI2
gene10883	BICC1
gene10884	Ulk1
gene10885	Thoc2
gene10886	ITPR1
gene10887	PIGR
gene10888	Sytl3
gene10889	DYNLT1
gene10890	TMEM181
gene10891	Tulp4
gene10892	USPL1
gene10893	ALOX5AP
gene10894	L345_10894
gene10895	L345_10893
gene10896	WDR64
gene10897	HSPH1
gene10898	UCHL5
gene10899	Trove2
gene10900	Glrx2
gene10901	CDC73
gene10902	PRIMA1
gene10903	ASB2
gene10904	SNX11
gene10905	CBX1
gene10906	Nfe2l1
gene10907	CNKSR3
gene10908	LRRC6
gene10909	KCNQ3
gene10910	HMGCS-1
gene10911	PHGDH
gene10912	bbs9
gene10913	Rock1
gene10914	ROCK1
gene10915	USP14
gene10916	Thoc1
gene10917	COLEC12
gene10918	Slc1a7
gene10919	Podn
gene10920	SCP2
gene10921	L345_10920
gene10922	RHOT2
gene10923	TTC18
gene10924	Zmynd17
gene10925	Zmynd17
gene10926	pitpnc1
gene10927	GARP
gene10928	L345_10929
gene10929	L345_10930
gene10930	RSU1
gene10931	C1QL3
gene10932	PTER
gene10933	L345_10934
gene10934	gpr146
gene10935	L345_10935
gene10936	CYP2W1
gene10937	Srst
gene10938	MPRIP
gene10939	COPS3
gene10940	NT5M
gene10941	RASD1
gene10942	PEMT
gene10943	L345_10944
gene10944	Strn4
gene10945	Strn4
gene10946	Fkrp
gene10947	L345_10948
gene10948	SLC1A5
gene10949	AP2S1
gene10950	ARHGAP35
gene10951	DNAH11
gene10952	L345_10953
gene10953	NSUN6
gene10954	ARL5B
gene10955	nkain4
gene10956	TRIM11
gene10957	SHANK2
gene10958	SHANK3
gene10959	L345_10961
gene10960	L345_10963
gene10961	Atpaf1
gene10962	MOB3C
gene10963	Mrpl40
gene10964	L345_10968
gene10965	UFD1L
gene10966	CDC45
gene10967	Cldn5
gene10968	sept2-A
gene10969	Sep-05
gene10970	ZC3H13
gene10971	Dem1
gene10972	L345_10973
gene10973	ZC3H18
gene10974	L345_10975
gene10975	USP32
gene10976	USP32
gene10977	USP32
gene10978	USP32
gene10979	Sfxn2
gene10980	arl3
gene10981	RNF122
gene10982	TTI2
gene10983	MAK16
gene10984	SLC18A1
gene10985	USP13
gene10986	Pex5l
gene10987	CDC42EP3
gene10988	Srst
gene10989	L345_10990
gene10990	Alg13
gene10991	ALG13
gene10992	TRPC5
gene10993	Grid1
gene10994	L345_10995
gene10995	Casz1
gene10996	PEX14
gene10997	L345_11000
gene10998	GOLGA6L1
gene10999	IL12B
gene11000	KCNIP1
gene11001	RCAN3
gene11002	L345_11005
gene11003	SRRM1
gene11004	L345_11006
gene11005	CLIC4
gene11006	CDC42SE2
gene11007	SPTLC1
gene11008	ROR2
gene11009	L345_11011
gene11010	ADRA2B
gene11011	ASTL
gene11012	DUSP2
gene11013	Stard7
gene11014	TMEM127
gene11015	CIAO1
gene11016	Mcu
gene11017	OIT3
gene11018	NSG2
gene11019	Cdk17
gene11020	ELK3
gene11021	GPC5
gene11022	L345_11025
gene11023	Znf436
gene11024	SCAND3
gene11025	ZNF567
gene11026	CDKL2
gene11027	PARM1
gene11028	L345_11030
gene11029	SMYD1
gene11030	SGK196
gene11031	PEG10
gene11032	L345_11033
gene11033	EPHA3
gene11034	EPHA3
gene11035	L345_11036
gene11036	TRIM67
gene11037	POU6F2
gene11038	NEB
gene11039	NTN3
gene11040	nog2
gene11041	ANKFN1
gene11042	MAN2A1
gene11043	KCNH6
gene11044	SPAG9
gene11045	L345_11045
gene11046	Mbtd1
gene11047	CNGB1
gene11048	eIF3-S10
gene11049	U2surp
gene11050	PAQR9
gene11051	PCOLCE2
gene11052	TRPC1
gene11053	GOLGA3
gene11054	ANKLE2
gene11055	Pgam5
gene11056	ZDHHC8
gene11057	AMOTL1
gene11058	PIWIL4
gene11059	Rgs1
gene11060	Sep-09
gene11061	Myadm
gene11062	L345_11063
gene11063	L345_11064
gene11064	L345_11065
gene11065	GUCY2D
gene11066	Cntrob
gene11067	Trappc1
gene11068	SLC6A2
gene11069	Lpcat2
gene11070	MMP2
gene11071	mak5
gene11072	L345_11074
gene11073	IRX6
gene11074	PCDH9
gene11075	IFNE
gene11076	IFNK
gene11077	L345_11078
gene11078	Hif3a
gene11079	SNRPD2
gene11080	ADORA1
gene11081	L345_11080
gene11082	Six1
gene11083	CDC42BPA
gene11084	Cdc42bpg
gene11085	DMWD
gene11086	SYMPK
gene11087	foxa2
gene11088	mypop
gene11089	SCFD2
gene11090	Fip1l1
gene11091	LNX1
gene11092	PRPF40A
gene11093	FMNL3
gene11094	CHST11
gene11095	CAPN14
gene11096	XDH
gene11097	Mslnl
gene11098	rpusd1
gene11099	chtf18
gene11100	CHTF18
gene11101	Gng13
gene11102	SEPX1
gene11103	TEX2
gene11104	L345_11105
gene11105	MAEA
gene11106	L345_11107
gene11107	EPHA6
gene11108	RNF8
gene11109	FTSJD2
gene11110	L345_11111
gene11111	ccdc167
gene11112	MRPL22
gene11113	Gemin5
gene11114	CNOT8
gene11115	LARP1
gene11116	L345_11117
gene11117	CDKN2D
gene11118	KRI1
gene11119	L345_11120
gene11120	prom1a
gene11121	ZWILCH
gene11122	RPL4
gene11123	L345_11124
gene11124	AHNAK2
gene11125	BOLL
gene11126	RFTN2
gene11127	MOB4
gene11128	HSPE1
gene11129	HSPD1
gene11130	COQ10B
gene11131	SF3B1
gene11132	L345_11133
gene11133	FER1L6
gene11134	LARP4
gene11135	EPR1
gene11136	LIMA1
gene11137	Pcdh15
gene11138	PCDH15
gene11139	SRP40
gene11140	narf
gene11141	L345_11144
gene11142	Hexdc
gene11143	ITSN2
gene11144	Itsn2
gene11145	L345_11148
gene11146	TRIM13
gene11147	SPRYD7
gene11148	L345_11149
gene11149	L345_11150
gene11150	5HT1E
gene11151	CGA
gene11152	GJB7
gene11153	ZNF292
gene11154	L345_11153
gene11155	shisa9
gene11156	SREBF2
gene11157	ccdc134
gene11158	Mei1
gene11159	ACTR2
gene11160	RAB1A
gene11161	CEP68
gene11162	PRPF38B
gene11163	L345_11164
gene11164	L345_11168
gene11165	L345_11171
gene11166	Upp1
gene11167	SUN3
gene11168	Hus1b
gene11169	Srst
gene11170	TNS3
gene11171	WDR36
gene11172	CAMK4
gene11173	STARD4
gene11174	L345_11176
gene11175	LRRC3B
gene11176	L345_11178
gene11177	PBX3
gene11178	Irgc
gene11179	L345_11180
gene11180	L345_11183
gene11181	L345_11181
gene11182	L345_11182
gene11183	ATPBD4
gene11184	TMPRSS11E
gene11185	GPR1
gene11186	L345_11189
gene11187	c3ar1
gene11188	Ppp2r1a
gene11189	SIGLEC10
gene11190	GEN1
gene11191	MSGN1
gene11192	Kcns3
gene11193	NETO1
gene11194	CBLN2
gene11195	Gria3
gene11196	ARHGAP20
gene11197	Arhgap20
gene11198	FDX1
gene11199	HDHD3
gene11200	TMEM8C
gene11201	ADAMTSL2
gene11202	L345_11203
gene11203	DBH
gene11204	NAV3
gene11205	L345_11206
gene11206	Epb41l2
gene11207	ALPK1
gene11208	Tifa
gene11209	AP1AR
gene11210	ZNRF4
gene11211	Rnf167
gene11212	Rtl1
gene11213	L345_11215
gene11214	OR8J1
gene11215	SLCO2A1
gene11216	Ryk
gene11217	AGTPBP1
gene11218	Naa35
gene11219	L345_11220
gene11220	Slc27a3
gene11221	Igdcc3
gene11222	GATAD2B
gene11223	Dennd4b
gene11224	RBM25
gene11225	ADAMTS15
gene11226	ADAMTS15
gene11227	NTRK1
gene11228	TARS
gene11229	Ecm1
gene11230	Adamtsl4
gene11231	THSD4
gene11232	SAFB2
gene11233	SAFB
gene11234	L345_11236
gene11235	L345_11235
gene11236	Adam10
gene11237	qil1
gene11238	Stag2
gene11239	Col7a1
gene11240	THOC2
gene11241	FREM3
gene11242	KCNAB1
gene11243	Vmn2r1
gene11244	GMPS
gene11245	SLC33A1
gene11246	ADCY1
gene11247	DECR1
gene11248	CALB1
gene11249	NUDT4
gene11250	UBE2N
gene11251	MRPL42
gene11252	SOCS2
gene11253	Cradd
gene11254	TBK1
gene11255	XPOT
gene11256	RPL18A
gene11257	L345_11255
gene11258	Srgap1
gene11259	LMF1
gene11260	LHX5
gene11261	SDSL
gene11262	Sds
gene11263	PLBD2
gene11264	L345_11264
gene11265	Slc24a6
gene11266	Sorcs3
gene11267	LAMA5
gene11268	LAMA5
gene11269	L345_11270
gene11270	GBF1
gene11271	GBF1
gene11272	GBF1
gene11273	HIST1H1E
gene11274	L345_11280
gene11275	Tmpo
gene11276	Slc25a3
gene11277	Ikbip
gene11278	APAF1
gene11279	Anks1b
gene11280	HEPHL1
gene11281	Tmco5b
gene11282	Wdr73
gene11283	CHT1
gene11284	VSTM5
gene11285	MED17
gene11286	L345_11290
gene11287	Taf1d
gene11288	L345_11284
gene11289	L345_11289
gene11290	FTSJD1
gene11291	EIF4G2
gene11292	Ctr9
gene11293	MRVI1
gene11294	IL1R2
gene11295	Mink1
gene11296	ASMT
gene11297	CALM
gene11298	Jag1
gene11299	L345_11303
gene11300	jag1b
gene11301	jag1a
gene11302	PPP5C
gene11303	aidB
gene11304	MTMR3
gene11305	L345_11306
gene11306	fastkd1
gene11307	KBTBD10
gene11308	Col28a1
gene11309	PLB1
gene11310	VMO1
gene11311	ST7
gene11312	ASZ1
gene11313	CDK19
gene11314	AMD1
gene11315	GTF3C6
gene11316	Srst
gene11317	SHANK3
gene11318	L345_11319
gene11319	Dpysl4
gene11320	PRKDC
gene11321	L345_11322
gene11322	NLRC4
gene11323	YIPF4
gene11324	BIRC6
gene11325	L345_11326
gene11326	TRAK1
gene11327	L345_11328
gene11328	Map3k15
gene11329	Pdha1
gene11330	GPR64
gene11331	PHKA2
gene11332	PPEF2
gene11333	RS1
gene11334	CDKL5
gene11335	PHYHIPL
gene11336	FAM13C
gene11337	FAM13C
gene11338	gacY
gene11339	SLC16A9
gene11340	ALK
gene11341	LTK
gene11342	OPRD1
gene11343	L345_11345
gene11344	Rora
gene11345	Rock1
gene11346	ROCK1
gene11347	ADAMTS7
gene11348	GLCE
gene11349	NOX5
gene11350	NOX5
gene11351	ANP32A
gene11352	L345_11355
gene11353	CORO2B
gene11354	MYO5B
gene11355	CTSL1
gene11356	FBP2
gene11357	AOPEP
gene11358	L345_11361
gene11359	TMEM182
gene11360	SLC9A2
gene11361	L345_11362
gene11362	SH3BGRL3
gene11363	SH3BGRL
gene11364	L345_11360
gene11365	Cacna1s
gene11366	RPL10A
gene11367	Lrmp
gene11368	MICAL3
gene11369	Smpd2
gene11370	UPRT
gene11371	Zdhhc15
gene11372	NSUN2
gene11373	UBE2QL1
gene11374	Med10
gene11375	MAN2A2
gene11376	FURIN
gene11377	MFAP1
gene11378	TAF3
gene11379	L345_11380
gene11380	WAPAL
gene11381	Sms
gene11382	MBTPS2
gene11383	SMPX
gene11384	Cr2
gene11385	Cr2
gene11386	RGN
gene11387	GTPBP6
gene11388	STAG2
gene11389	PPP2R3B
gene11390	ANKRD24
gene11391	ANKRD24
gene11392	ANKRD24
gene11393	CTSL1
gene11394	CA10
gene11395	ZBTB8OS
gene11396	RBBP4
gene11397	SYNC
gene11398	GLI3
gene11399	GLI3
gene11400	L345_11403
gene11401	SNRPC
gene11402	UHRF1BP1
gene11403	EMP1
gene11404	L345_11405
gene11405	Nme6
gene11406	L345_11408
gene11407	RABL2B
gene11408	Acr
gene11409	ARSA
gene11410	SLC44A3
gene11411	CNN3
gene11412	RFTN1
gene11413	DAZL
gene11414	L345_11415
gene11415	L345_11416
gene11416	KRTAP12-2
gene11417	GRP-1
gene11418	EBNA1
gene11419	CKER1
gene11420	L345_11421
gene11421	L345_11424
gene11422	PDSS1
gene11423	Abi1
gene11424	Palld
gene11425	L345_11429
gene11426	Akap4
gene11427	PALLD
gene11428	CBR4
gene11429	YPT6
gene11430	MRPL48
gene11431	CHCHD8
gene11432	PAAF1
gene11433	Plxna4
gene11434	GUCA1A
gene11435	L345_11436
gene11436	EFNA2
gene11437	L345_11437
gene11438	DUS3L
gene11439	dus3l
gene11440	MLLT1
gene11441	MLLT1
gene11442	MLLT1
gene11443	ACSBG2
gene11444	PXR1
gene11445	Solh
gene11446	L345_11447
gene11447	Olr287
gene11448	COL3A1
gene11449	Nefm
gene11450	Lrrc6
gene11451	PLSCR1
gene11452	PHF20L1
gene11453	L345_11454
gene11454	MEGF10
gene11455	Megf11
gene11456	FOXP2
gene11457	L345_11459
gene11458	L345_11458
gene11459	SGPP2
gene11460	Farsb
gene11461	H3v1
gene11462	CBFA2T2
gene11463	PAPSS1
gene11464	CORIN
gene11465	SRD5A3
gene11466	TMEM165
gene11467	CLOCK
gene11468	PDCL2
gene11469	FBF1
gene11470	FBF1
gene11471	ACOX1
gene11472	TEN1
gene11473	CDK3
gene11474	EVPL
gene11475	Agap2
gene11476	USP7
gene11477	MRPS27
gene11478	MRPS27
gene11479	MAP1B
gene11480	SAMD7
gene11481	LRRC31
gene11482	Lrriq4
gene11483	CCDC70
gene11484	GRIN2A
gene11485	Rad51c
gene11486	L345_11487
gene11487	SLC8A1
gene11488	BICC1
gene11489	RPESP
gene11490	KCNB1
gene11491	ADCY2
gene11492	L345_11493
gene11493	L345_11494
gene11494	L345_11495
gene11495	RAB28
gene11496	KCND3
gene11497	DDX20
gene11498	L345_11498
gene11499	RAP1A
gene11500	RBFOX3
gene11501	L345_11502
gene11502	ENGASE
gene11503	L345_11504
gene11504	PHLDA2
gene11505	Nap1l4
gene11506	CARS
gene11507	L345_11509
gene11508	L345_11508
gene11509	CYP8B1
gene11510	CYP8B1
gene11511	OBSCN
gene11512	OBSCN
gene11513	OBSCN
gene11514	L345_11511
gene11515	Obscn
gene11516	L345_11517
gene11517	IRAK4
gene11518	TWF1
gene11519	TMEM117
gene11520	Vmo1
gene11521	oxnad1
gene11522	Rftn1
gene11523	TRIM7
gene11524	Trim39
gene11525	TRIM15
gene11526	TRIM27
gene11527	L345_11524
gene11528	WBSCR27
gene11529	CLDN4
gene11530	CLDN4
gene11531	CLDN3
gene11532	abhd11
gene11533	PRKCD
gene11534	RAB3IP
gene11535	Best3
gene11536	ctse-b
gene11537	LRRC10
gene11538	CCT2
gene11539	FRS2
gene11540	CPSF6
gene11541	ABCC3
gene11542	Ankrd40
gene11543	LUC7L3
gene11544	ANKRD40
gene11545	SMPD4
gene11546	CCDC74B
gene11547	MED15
gene11548	DEPDC5
gene11549	MMP9
gene11550	Olfr508
gene11551	OR4X2
gene11552	COL5A1
gene11553	COL5A1
gene11554	DOT1L
gene11555	PLEKHJ1
gene11556	SF3A2
gene11557	AMH
gene11558	Rtl1
gene11559	L345_11558
gene11560	RIOK1
gene11561	L345_11564
gene11562	L345_11563
gene11563	SSR1
gene11564	wsp1
gene11565	NUP205
gene11566	Arl1
gene11567	UTP20
gene11568	L345_11570
gene11569	slc5a8
gene11570	LARP4B
gene11571	SLCO5A1
gene11572	SULF1
gene11573	PPP3CA
gene11574	SLC39A14
gene11575	PIWIL2
gene11576	RBM47
gene11577	MDGA2
gene11578	L345_11579
gene11579	Cox10
gene11580	DAPK1
gene11581	L345_11582
gene11582	L345_11584
gene11583	L345_11583
gene11584	RPRD1A
gene11585	L345_11587
gene11586	GALNT1
gene11587	PXR1
gene11588	Tbx22
gene11589	Srst
gene11590	Chmp1b2
gene11591	Pdhx
gene11592	ZC3H18
gene11593	IGSF11
gene11594	FAM53B
gene11595	Mettl10
gene11596	FAM175B
gene11597	ZRANB1
gene11598	CTBP2
gene11599	NNT
gene11600	dtwd1
gene11601	L345_11601
gene11602	FGF7
gene11603	deaD
gene11604	RNF168
gene11605	L345_11612
gene11606	WDR53
gene11607	Fbxo45
gene11608	Cep19
gene11609	LRRC33
gene11610	Pigx
gene11611	PAK2
gene11612	ATP8A1
gene11613	SHISA3
gene11614	L345_11615
gene11615	STK17A
gene11616	HECW1
gene11617	Tlr13
gene11618	CYTH2
gene11619	KCNJ14
gene11620	RBPJ
gene11621	CCKAR
gene11622	TBC1D19
gene11623	STIM2
gene11624	L345_11625
gene11625	L345_11626
gene11626	Arap3
gene11627	ZMYND11
gene11628	DIP2C
gene11629	L345_11630
gene11630	REEP3
gene11631	slc22a15b
gene11632	PPP2R5C
gene11633	L345_11633
gene11634	DIO3
gene11635	FAAH2
gene11636	CLIC2
gene11637	L345_11636
gene11638	Nhsl2
gene11639	WNT7B
